"id","content_text","belong_emp_no","data_date","files","created_by","created_time","updated_by","updated_time","is_deleted"
261,【费用报销】打车去阿里中心花费22元,"0027029682","2026-01-20","","0027029682","2026-01-20 17:55:18","0027029682","2026-01-20 17:55:33",1
262,【费用报销】打车去阿里中心，花费22元，时间2026年1月20号下午,"0027029682","2026-01-20","","0027029682","2026-01-20 17:57:19","0027029682","2026-01-20 17:57:19",0
263,【会议记录】上午参加南京华博智慧园经开区区智慧园区项目会议，代办事项：找业主王主任沟通变更事项,"0027029682","2026-01-21","","0027029682","2026-01-21 10:55:48","0027029682","2026-01-21 10:55:48",0
264,【客户拜访】下午拜访扬子药业客户，了解对方在AI平台应用上的需求，暂无意向，继续跟进,"0027029682","2026-01-21","","0027029682","2026-01-21 10:58:09","0027029682","2026-01-21 10:58:09",0
265,【会议记录】上午参加百应项目日会，会议时间：上午，地点：在线会议,"0027028836","2026-01-21","","0027028836","2026-01-21 11:02:00","0027028836","2026-01-21 11:12:34",1
266,【其它进展】售前助手-解决方案测分文档编写,"0027028836","2026-01-21","","0027028836","2026-01-21 11:11:11","0027028836","2026-01-21 11:11:11",0
267,【会议记录】上午在南京华博在线参加百应智能体的日会,"0027028836","2026-01-21","","0027028836","2026-01-21 11:13:17","0027028836","2026-01-21 11:13:35",1
268,【会议记录】1月21号上午在南京华博在线参加百应智能体的日会，会议主题：各成员工作进展,"0027028836","2026-01-21","","0027028836","2026-01-21 11:14:39","0027028836","2026-01-21 11:14:39",0
269,【其它进展】明日计划：编写售前助手解决方案的测试用例,"0027028836","2026-01-21","","0027028836","2026-01-21 17:21:37","0027028836","2026-01-21 17:21:37",0
270,【费用报销】公司搬迁打车去新的浩鲸大楼，花费25元,"0027029682","2026-01-21","","0027029682","2026-01-21 17:48:36","0027029682","2026-01-21 17:48:36",0
271,【费用报销】打车去成都花费111元,"0027022027","2026-01-21","","0027022027","2026-01-21 18:12:53","0027022027","2026-01-21 18:12:53",0
272,【会议记录】上午参加探一探项目的工作日会，会议时间上午，地点在线会议，今日任务为拍照识别食物商品类目的图片,"0027029682","2026-01-22","","0027029682","2026-01-22 10:41:17","0027029682","2026-01-22 10:41:17",0
273,【会议记录】上午参加百应智能体日会（会议时间：上午，地点：在线会议），今日工作任务为：完成售前助手-解决方案智能体测试用例编写,"0027028836","2026-01-22","","0027028836","2026-01-22 17:38:48","0027028836","2026-01-22 17:38:48",0
274,【其它进展】今日工作：1、解决方案智能体测试用例编写80% 2、销售分析助手智能体生产环境回归测试,"0027028836","2026-01-22","","0027028836","2026-01-22 17:39:31","0027028836","2026-01-22 17:39:31",0
275,【会议记录】下午参与PM智能体需求评审，会议时间：下午，地点：在线会议,"0027028836","2026-01-22","","0027028836","2026-01-22 17:40:04","0027028836","2026-01-22 17:40:04",0
276,【会议记录】参加百应智能体日会，今日任务完成销售分析助手生产回归，完成售前助手-解决方案测试用例编写,"0027028836","2026-01-23","","0027028836","2026-01-23 10:26:49","0027028836","2026-01-23 10:26:49",0
277,【客户拜访】打车去阿里中心拜访客户，花费33元,"0027028836","2026-01-23","","0027028836","2026-01-23 10:27:17","0027028836","2026-01-23 10:27:17",0
278,【会议记录】今天上午11点去银泰城开会，会议主题：浩鲸科技AI后续发展,"0027022027","2026-01-23","","0027022027","2026-01-23 10:57:31","0027022027","2026-01-23 10:57:31",0
279,【会议记录】上午参加百应智能体日会（会议时间：上午，地点：在线会议），今日工作：完善售前助手-解决方案的测分和测试用例，回归销售分析助手功能,"0027028836","2026-01-26","","0027028836","2026-01-26 15:57:23","0027028836","2026-01-26 15:57:23",0
280,【费用报销】打车去地铁站花费18元,"0027028836","2026-01-26","","0027028836","2026-01-26 15:57:41","0027028836","2026-01-26 15:57:41",0
281,【会议记录】1月30号上午在南京软件谷管委会参加软件谷智慧园区项目会议，推进项目初验安排,"0027028836","2026-01-30","","0027028836","2026-01-30 16:45:43","0027028836","2026-01-30 16:45:43",0
282,【客户拜访】1月30号下午，拜访扬子石化工厂信息处王主任，推送扬子石化智能功能立项，以及报价相关事宜。交流智能功能项目立项与报价。王主任对我们很满意，下一步准备将报价先发给王主任看下,"0027028836","2026-01-30","","0027028836","2026-01-30 16:48:30","0027028836","2026-01-30 16:48:30",0
283,【费用报销】1月30号下午打车去扬子石化，花费108元,"0027028836","2026-01-30","","0027028836","2026-01-30 16:49:24","0027028836","2026-01-30 16:49:24",0
284,【费用报销】打印产品方案资料花了35元，在楼下文印店付的现金。,"0027028836","2026-02-02","","0027028836","2026-02-02 09:36:14","0027028836","2026-02-02 09:36:14",0
285,【费用报销】上午打车从公司到火车站花了22元,"0027028836","2026-02-02","","0027028836","2026-02-02 09:37:36","0027028836","2026-02-02 09:37:36",0
286,【费用报销】出差住酒店一晚，房费是580元，含早。时间：上午,"0027028836","2026-02-02","","0027028836","2026-02-02 09:37:51","0027028836","2026-02-02 09:37:51",0
287,【会议记录】今天中午12点半有个临时会议，讨论了预算调整的问题,"0027028836","2026-02-02","","0027028836","2026-02-02 09:39:01","0027028836","2026-02-02 09:39:01",0
288,【会议记录】上午参加百应智能体的会议，讨论智能体开发相关的工作事项,"0027028836","2026-02-03","","0027028836","2026-02-03 10:38:38","0027028836","2026-02-03 10:38:38",0
289,【客户拜访】2026年2月3号下午，在线会议，客户名称张岩，我方陪同人员无，交流事项项目演示汇报，意向结果效果不错，下一步安排继续迭代,"0027028836","2026-02-03","","0027028836","2026-02-03 14:07:48","0027028836","2026-02-03 14:07:48",0
290,【费用报销】打车去阿里中心，花费22元，时间下午2点,"0027028836","2026-02-03","","0027028836","2026-02-03 14:08:19","0027028836","2026-02-03 14:08:19",0
291,【会议记录】下午参加百应智能体汇报演示会议，地点张岩，会议主题项目演示汇报，效果不错，继续迭代,"0027022027","2026-02-03","","0027022027","2026-02-03 16:16:45","0027022027","2026-02-03 16:16:45",0
292,【会议记录】下午，在线会议，会议主题：百应智能体销售域相关的演示会议,"0027028836","2026-02-03","","0027028836","2026-02-03 16:30:19","0027028836","2026-02-03 16:30:19",0
293,【会议记录】上午参加了百应智能体的日会，会议时间：上午，地点：在线会议,"0027028836","2026-02-04","","0027028836","2026-02-04 16:20:17","0027028836","2026-02-04 16:20:17",0
294,【费用报销】下午2点打车去阿里中心，花费22元,"0027028836","2026-02-04","","0027028836","2026-02-04 16:20:41","0027028836","2026-02-04 16:20:41",0
295,【会议记录】2.3 成都蚂蚁C空间 系统分析设计,"0027021828","2026-02-05","","0027021828","2026-02-05 16:47:01","0027021828","2026-02-05 16:47:01",0
296,【费用报销】今天打车到公司花费30元,"0027024048","2026-02-05","","0027024048","2026-02-05 17:36:02","0027024048","2026-02-05 17:36:02",0
297,【会议记录】上午，在线会议，参加百应智能体销售会议,"0027028836","2026-02-06","","0027028836","2026-02-06 09:49:01","0027028836","2026-02-06 09:49:01",0
298,【费用报销】打车去阿里中心，花费22元，时间下午,"0027028836","2026-02-06","","0027028836","2026-02-06 09:49:27","0027028836","2026-02-06 09:49:27",0
299,【客户拜访】2月6号下午去扬子炼化拜访信息科的王主任，讨论智能体建设项目的需求。我方陪同人员：木叶。交流事项：智能体搭建。意向结果：初步达成共识。下一步安排：招投标。,"0027028836","2026-02-06","","0027028836","2026-02-06 09:50:40","0027028836","2026-02-06 09:50:40",0
300,【其它进展】今天开始正式投入百应项目研发组，正在处理百应项目功能需求范围及描述和优先级确认,"0027028646","2026-02-06","","0027028646","2026-02-06 14:08:32","0027028646","2026-02-06 14:08:32",0
301,【会议记录】今天上午召开了线上项目迭代会议。,"0027028646","2026-02-06","","0027028646","2026-02-06 16:58:26","0027028646","2026-02-06 16:58:26",0
302,【会议记录】上午十点在成都阿里中心参加会议，会议主题为系统分析。,"0027021828","2026-02-06","","0027021828","2026-02-06 17:38:02","0027021828","2026-02-06 17:38:02",0
303,【会议记录】上午12点，成都阿里中心，系统分析,"0027021828","2026-02-06","","0027021828","2026-02-06 17:39:38","0027021828","2026-02-06 17:39:38",0
304,【会议记录】今天上午9点在成都阿里中心开会，进行需求讨论。,"0027024048","2026-02-07","","0027024048","2026-02-07 09:47:34","0027024048","2026-02-07 09:47:34",0
305,【会议记录】上午11点在成都阿里中心开会，会议主题为系统分析设计。,"0027021828","2026-02-07","","0027021828","2026-02-07 10:43:25","0027021828","2026-02-07 10:43:25",0
306,【会议记录】上午十点在办公室参加了主题为项目迭代规划的会议,"0027028646","2026-02-09","","0027028646","2026-02-09 15:38:26","0027028646","2026-02-09 15:38:26",0
307,【会议记录】今天早上9点在成都阿里中心召开需求会议讨论。,"0027024048","2026-02-09","","0027024048","2026-02-09 17:26:02","0027024048","2026-02-09 17:26:02",0
308,【会议记录】今天早上9点 成都阿里中心1号楼 需求会议讨论,"0027022027","2026-02-09","","0027022027","2026-02-09 17:30:51","0027022027","2026-02-09 17:30:51",0
309,【其它进展】今天完成了项目需求文档分析,"0027020726","2026-02-10","","0027020726","2026-02-10 16:22:31","0027020726","2026-02-10 16:22:31",0
310,【其它进展】今天下午熟悉了项目文件、项目代码，本地代码已跑通,"0027020726","2026-02-10","","0027020726","2026-02-10 16:23:01","0027020726","2026-02-10 16:23:01",0
311,【会议记录】今天上午参加了项目早会，正式进入百应项目开发。会议时间：早上 10 点，地点：成都办公室，会议主题：智能日报助手项目早会,"0027020726","2026-02-10","","0027020726","2026-02-10 16:24:38","0027020726","2026-02-10 16:24:38",0
312,【会议记录】上午十点在阿里中心参加了项目迭代会议，会议主题是项目迭代。,"0027028646","2026-02-11","","0027028646","2026-02-11 10:22:30","0027028646","2026-02-11 10:22:30",0
313,【会议记录】下午两点在阿里中心参加了项目迭代会议，会议主题为项目迭代,"0027028646","2026-02-11","","0027028646","2026-02-11 10:23:17","0027028646","2026-02-11 10:23:17",0
314,【其它进展】我今天来上班了,"0027028646","2026-02-11","","0027028646","2026-02-11 13:49:42","0027028646","2026-02-11 13:49:42",0
315,【会议记录】上午10点参加在成都举行的项目早会,"0027020726","2026-02-11","","0027020726","2026-02-11 16:14:56","0027020726","2026-02-11 16:14:56",0
316,【其它进展】下午完成前端页面样式修改,"0027020726","2026-02-11","","0027020726","2026-02-11 16:15:19","0027020726","2026-02-11 16:15:19",0
